Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
The Gallivant Times Square,"Manhattan, New York",0.9 km from center,6.5,Review score,"₪ 3,106","4,080 reviews",Standard Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 4,859","1,150 reviews",King With Balcony,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Radio City Apartments,"Manhattan, New York",0.9 km from center,8.5,Very Good,"₪ 4,411","3,811 reviews",Deluxe Studio with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 2,570",417 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 4,059","2,757 reviews",King Room,1 king bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 3,905","4,434 reviews",Premier King Bed,1 king bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Royalton New York,"Manhattan, New York",1.4 km from center,7.6,Good,"₪ 3,983","1,400 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Mandarin Oriental New York,"Upper West Side, New York",150 m from center,8.6,Excellent,"₪ 9,753",223 reviews,King Room with River View,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 3,685","4,138 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 5,501","5,662 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Moxy NYC Lower East Side,"Lower East Side, New York",5.6 km from center,8.1,Very Good,"₪ 3,403",74 reviews,King Room - No View,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.6,Excellent,"₪ 4,206","1,672 reviews",Mobility Accessible Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"Wall Street - Financial District, New York",7.7 km from center,8.5,Very Good,"₪ 2,531","2,960 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Bowery Hotel,"East Village, New York",4.7 km from center,8.8,Excellent,"₪ 7,205",255 reviews,Queen Room,1 queen bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Standard - East Village,"East Village, New York",4.5 km from center,8.1,Very Good,"₪ 4,536",515 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Good,"₪ 3,073","3,025 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Bryant Park Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 5,188",810 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 3,516","5,204 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Wallace Hotel,"Upper West Side, New York",1.5 km from center,9.3,Wonderful,"₪ 4,214",879 reviews,Standard Queen Room,1 queen bed,Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Maritime Hotel,"Chelsea, New York",3.4 km from center,8.8,Excellent,"₪ 4,873",522 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 3,375","5,928 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Hotel Mimosa,"Chinatown, New York",6.1 km from center,8.4,Very Good,"₪ 2,658",350 reviews,Twin Room,2 twin beds,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Ramada by Wyndham New York Times Square West,"Hell's Kitchen, New York",1.2 km from center,6.9,Review score,"₪ 2,919","2,611 reviews","1 King Bed, Lower Level Non-Smoking",1 king bed,Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 2,475",609 reviews,"Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Very Good,"₪ 3,641",313 reviews,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Fifty Sonesta Select New York,"Midtown East, New York",1.6 km from center,8.0,Very Good,"₪ 3,646",752 reviews,King Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Mondrian Park Avenue,"NoMad, New York",2.6 km from center,6.4,Review score,"₪ 3,290","1,061 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 2,163",654 reviews,Queen Studio Suite with Bathtub - Mobility Accessible,1 queen bed,Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 3,619","2,502 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 5,012",735 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Hotel Giraffe by Library Hotel Collection,"NoMad, New York",2.9 km from center,8.8,Excellent,"₪ 5,152",207 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 3,509","2,445 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Excellent,"₪ 4,620",979 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Wonderful,"₪ 5,381",77 reviews,Deluxe Queen Room,1 queen bed,Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 3,652","4,554 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Lombardy Hotel,"Midtown East, New York",1.2 km from center,8.4,Very Good,"₪ 4,261",570 reviews,Triple Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.8,Excellent,"₪ 5,476",548 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
JG Sohotel,"SoHo, New York",5.7 km from center,7.2,Good,"₪ 2,731",34 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 4,860",524 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 3,477",893 reviews,King Room,1 king bed,Prepayment,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
NU Hotel,"Boerum Hill, Brooklyn",8.8 km from center,7.9,Good,"₪ 2,755",738 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Edge Hotel Washington Heights,"Washington Heights, New York",8.9 km from center,8.0,Very Good,"₪ 2,827",327 reviews,Edge Standard Queen,1 queen bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 2,882","1,373 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Hotel 309,"Chelsea, New York",3.6 km from center,6.0,Review score,"₪ 2,218",817 reviews,Economy Room with Shared Bath,1 queen bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Dylan Hotel NYC,"Murray Hill, New York",1.8 km from center,7.8,Good,"₪ 3,211","2,356 reviews",Executive King Room,1 queen bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Review score,"₪ 2,549","4,115 reviews",Run of House,1 full bed,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Riu Plaza New York Times Square,"Hell's Kitchen, New York",1 km from center,8.4,Very Good,"₪ 3,988","6,377 reviews",Deluxe room,,Free cancellation,2023-04-12-2023-04-15,2023-03-22,3 nights,21.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Very Good,"₪ 4,148","1,277 reviews",Walker Cozy King,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 5,058","1,459 reviews",Deluxe King Room,1 king bed,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 3,257","1,290 reviews",Standard King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.7,Excellent,"₪ 4,579",284 reviews,Superior Courtyard King,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 2,988","2,876 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 2,414",961 reviews,Standard Double Room,,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 2,886",13 reviews,Standard Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Fully Furnished Entire Floor Apartment in Historic Harlem,"Harlem, New York",5.1 km from center,9.1,Wonderful,"₪ 2,200",49 reviews,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 111m²
2 beds (1 sofa bed, 1 queen)",Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 3,725",617 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 3,456","12,932 reviews",Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Aloft Brooklyn,"Downtown Brooklyn, Brooklyn",8.5 km from center,6.0,Review score,"₪ 2,995",876 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Fitzpatrick Grand Central,"Midtown East, New York",1.8 km from center,8.2,Very Good,"₪ 4,261",388 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.6,Good,"₪ 3,416",212 reviews,Classic King,Multiple bed types,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Ludlow Hotel,"Lower East Side, New York",5.2 km from center,8.9,Excellent,"₪ 6,482",892 reviews,Queen Studio,1 full bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Hotel Chelsea,"Chelsea, New York",2.9 km from center,9.3,Wonderful,"₪ 6,534",411 reviews,The Chelsea,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 3,416","1,810 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 5,201","3,961 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Marlton Hotel,"Greenwich Village, New York",4.1 km from center,8.2,Very Good,"₪ 6,217",651 reviews,Petite Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Moderne Hotel,"Manhattan, New York",350 m from center,7.8,Good,"₪ 4,605",533 reviews,Deluxe Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Henn na Hotel New York,"Manhattan, New York",1.9 km from center,8.5,Very Good,"₪ 4,729","1,635 reviews",Executive King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 3,901","1,531 reviews",King Room,1 king bed,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 5,542","6,708 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 5,038",594 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Fitzpatrick Manhattan,"Midtown East, New York",1.4 km from center,8.2,Very Good,"₪ 4,297",370 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Dominick Hotel,"SoHo, New York",5.1 km from center,8.6,Excellent,"₪ 8,023",699 reviews,Hudson Square King Room,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 4,679","15,172 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
W Hoboken,Hoboken,5 km from center,8.4,Very Good,"₪ 3,947",251 reviews,King Room,1 king bed,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 3,603",690 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"Holiday Inn Express - Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,6.4,Review score,"₪ 4,066","2,558 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Midtown West Hotel,"Hell's Kitchen, New York",2.3 km from center,5.4,Review score,"₪ 3,945","1,107 reviews",Queen Room with Private Bathroom,1 queen bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Da Vinci Hotel,"Manhattan, New York",250 m from center,7.3,Good,"₪ 3,681",657 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
U.S. Pacific Hotel,"Chinatown, New York",5.7 km from center,5.6,Review score,"₪ 1,412","1,139 reviews",Standard Double (No Window),1 full bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Fairfield Inn & Suites New York Manhattan/Downtown East,"Chinatown, New York",6.2 km from center,8.0,Very Good,"₪ 3,976",336 reviews,King Room,1 king bed,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 7,381",331 reviews,Superior Room with King Bed,1 king bed,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Good,"₪ 5,317",169 reviews,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Carnegie Hotel,"Manhattan, New York",400 m from center,8.6,Excellent,"₪ 5,927","1,116 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,"₪ 4,615",554 reviews,Cozy,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 3,370",417 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 3,541","1,066 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 3,608","2,282 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Flat NYC,"Flatiron District, New York",2.9 km from center,8.0,Very Good,"₪ 3,623",571 reviews,Queen Room with Shared Bathroom,1 queen bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,"₪ 3,158","3,647 reviews",Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 3,676","1,727 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 2,794","7,088 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 6,732","1,280 reviews",Studio with View,"Entire studio • 1 bathroom • 20m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 5,474",735 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 5,239","1,227 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 5,339",907 reviews,Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 4,429",59 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Gallivant Times Square,"Manhattan, New York",0.9 km from center,6.5,Review score,"₪ 4,239","4,080 reviews",Standard Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Radio City Apartments,"Manhattan, New York",0.9 km from center,8.5,Very Good,"₪ 5,914","3,811 reviews",Deluxe Studio with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 5,375","2,757 reviews",King Room,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,"₪ 3,594",667 reviews,King Room,1 king bed,Prepayment,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 3,714","3,822 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"Hotel 50 Bowery, part of JdV by Hyatt","Chinatown, New York",5.9 km from center,8.6,Excellent,"₪ 4,343",833 reviews,King Room,1 king bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 4,902","4,138 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 6,785","5,662 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Hotel Belleclaire Central Park,"Upper West Side, New York",1.6 km from center,8.1,Very Good,"₪ 4,884","2,265 reviews",Standard 1 Full,1 twin bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,"₪ 3,551","6,043 reviews",Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Bowery Hotel,"East Village, New York",4.7 km from center,8.8,Excellent,"₪ 9,607",255 reviews,Queen Room,1 queen bed,Free cancellation,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Moxy NYC Lower East Side,"Lower East Side, New York",5.6 km from center,8.1,Very Good,"₪ 4,693",74 reviews,King Room - No View,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"Club Quarters Hotel Times Square, New York","Manhattan, New York",1.3 km from center,7.8,Good,"₪ 4,487","2,539 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.6,Excellent,"₪ 5,559","1,672 reviews",Mobility Accessible Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"Wall Street - Financial District, New York",7.7 km from center,8.5,Very Good,"₪ 3,394","2,960 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 5,075",975 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
New York Marriott Marquis,"Manhattan, New York",1.1 km from center,8.2,Very Good,"₪ 7,176","1,735 reviews","Renovated Deluxe, Guest room, 1 King, Sofa bed","2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Bryant Park Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 6,930",810 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
The Fifty Sonesta Select New York,"Midtown East, New York",1.6 km from center,8.0,Very Good,"₪ 4,571",752 reviews,King Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Good,"₪ 4,165","3,025 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Arlo Midtown,"Hell's Kitchen, New York",1.7 km from center,8.7,Excellent,"₪ 5,697","3,046 reviews",King Urban,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 4,690","5,204 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-12-2023-04-16,2023-03-22,4 nights,21.0
